Host: ubuntu19  Current process id: 14488
./linkern -s 43 -S linkern.tour -R 1000000000 -t 10000 ./cities1k.tsp
Chained Lin-Kernighan with seed 43
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.07
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 1.53
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.21
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515104241   7.58 seconds
221285 Steps   Best: 1504344028   618.54 seconds
221342 Steps   Best: 1504343842   618.67 seconds
221372 Steps   Best: 1504343002   618.74 seconds
221554 Steps   Best: 1504342208   619.15 seconds
221831 Steps   Best: 1504342166   619.87 seconds
221999 Steps   Best: 1504342166   620.31 seconds
222036 Steps   Best: 1504342050   620.40 seconds
222284 Steps   Best: 1504341885   621.12 seconds
222597 Steps   Best: 1504341762   621.90 seconds
222622 Steps   Best: 1504341747   621.97 seconds
222629 Steps   Best: 1504341676   621.99 seconds
222655 Steps   Best: 1504340864   622.04 seconds
222661 Steps   Best: 1504340843   622.06 seconds
222883 Steps   Best: 1504340718   622.61 seconds
222999 Steps   Best: 1504340718   622.89 seconds
223107 Steps   Best: 1504340525   623.19 seconds
223120 Steps   Best: 1504340077   623.22 seconds
223999 Steps   Best: 1504340077   625.47 seconds
224309 Steps   Best: 1504339999   626.17 seconds
224505 Steps   Best: 1504337432   626.66 seconds
224749 Steps   Best: 1504337386   627.25 seconds
224758 Steps   Best: 1504337175   627.27 seconds
224936 Steps   Best: 1504336290   627.70 seconds
224980 Steps   Best: 1504336154   627.79 seconds
224999 Steps   Best: 1504336154   627.83 seconds
225182 Steps   Best: 1504335955   628.24 seconds
225638 Steps   Best: 1504335909   629.39 seconds
225732 Steps   Best: 1504335826   629.61 seconds
225841 Steps   Best: 1504335694   629.85 seconds
225935 Steps   Best: 1504335636   630.06 seconds
225950 Steps   Best: 1504335372   630.09 seconds
225999 Steps   Best: 1504335372   630.20 seconds
226210 Steps   Best: 1504335144   630.72 seconds
226359 Steps   Best: 1504334591   631.09 seconds
226508 Steps   Best: 1504334493   631.49 seconds
226541 Steps   Best: 1504333725   631.57 seconds
226587 Steps   Best: 1504333664   631.71 seconds
226646 Steps   Best: 1504333464   631.83 seconds
226676 Steps   Best: 1504333411   631.88 seconds
226912 Steps   Best: 1504332557   632.46 seconds
226999 Steps   Best: 1504332557   632.67 seconds
227143 Steps   Best: 1504332424   633.01 seconds
227302 Steps   Best: 1504332160   633.43 seconds
227325 Steps   Best: 1504331998   633.49 seconds
227662 Steps   Best: 1504331875   634.34 seconds
227858 Steps   Best: 1504331039   634.80 seconds
227999 Steps   Best: 1504331039   635.13 seconds
228037 Steps   Best: 1504329940   635.25 seconds
228177 Steps   Best: 1504329723   635.59 seconds
228490 Steps   Best: 1504329529   636.38 seconds
228602 Steps   Best: 1504329495   636.62 seconds
228634 Steps   Best: 1504329281   636.70 seconds
228816 Steps   Best: 1504329004   637.13 seconds
228947 Steps   Best: 1504328700   637.45 seconds
228999 Steps   Best: 1504328700   637.60 seconds
229118 Steps   Best: 1504328212   637.88 seconds
229187 Steps   Best: 1504328135   638.03 seconds
229200 Steps   Best: 1504327363   638.06 seconds
229313 Steps   Best: 1504326259   638.31 seconds
229376 Steps   Best: 1504326246   638.48 seconds
229605 Steps   Best: 1504326143   638.99 seconds
229737 Steps   Best: 1504326111   639.30 seconds
229849 Steps   Best: 1504325168   639.58 seconds
229872 Steps   Best: 1504325081   639.64 seconds
229999 Steps   Best: 1504325081   639.94 seconds
Wrote the tour to linkern.tour
230020 Steps   Best: 1504324682   640.03 seconds
230135 Steps   Best: 1504324332   640.31 seconds
230172 Steps   Best: 1504324227   640.40 seconds
230189 Steps   Best: 1504324083   640.42 seconds
230292 Steps   Best: 1504323568   640.69 seconds
230353 Steps   Best: 1504323542   640.85 seconds
230510 Steps   Best: 1504322790   641.22 seconds
230745 Steps   Best: 1504322125   641.86 seconds
230883 Steps   Best: 1504321929   642.21 seconds
230982 Steps   Best: 1504321854   642.43 seconds
230985 Steps   Best: 1504321176   642.44 seconds
230999 Steps   Best: 1504321176   642.47 seconds
231028 Steps   Best: 1504321147   642.59 seconds
231197 Steps   Best: 1504319520   643.07 seconds
231225 Steps   Best: 1504319517   643.16 seconds
231330 Steps   Best: 1504318907   643.42 seconds
231527 Steps   Best: 1504318717   643.84 seconds
231546 Steps   Best: 1504318613   643.89 seconds
231578 Steps   Best: 1504318550   643.95 seconds
231720 Steps   Best: 1504317933   644.34 seconds
231738 Steps   Best: 1504317373   644.40 seconds
231780 Steps   Best: 1504317274   644.50 seconds
231918 Steps   Best: 1504317095   644.88 seconds
231938 Steps   Best: 1504316961   644.92 seconds
231999 Steps   Best: 1504316961   645.08 seconds
232063 Steps   Best: 1504316773   645.24 seconds
232161 Steps   Best: 1504316639   645.45 seconds
232234 Steps   Best: 1504316541   645.61 seconds
232388 Steps   Best: 1504316350   645.97 seconds
232714 Steps   Best: 1504316339   646.79 seconds
232795 Steps   Best: 1504315227   646.99 seconds
232999 Steps   Best: 1504315227   647.50 seconds
233073 Steps   Best: 1504314950   647.64 seconds
233191 Steps   Best: 1504314579   647.89 seconds
233205 Steps   Best: 1504314144   647.91 seconds
233228 Steps   Best: 1504314094   647.96 seconds
233257 Steps   Best: 1504313965   648.02 seconds
233324 Steps   Best: 1504312915   648.22 seconds
233412 Steps   Best: 1504312863   648.46 seconds
233571 Steps   Best: 1504312679   648.85 seconds
233767 Steps   Best: 1504312198   649.29 seconds
233899 Steps   Best: 1504312001   649.62 seconds
233953 Steps   Best: 1504311558   649.77 seconds
233983 Steps   Best: 1504310958   649.87 seconds
233999 Steps   Best: 1504310958   649.90 seconds
234632 Steps   Best: 1504310710   651.41 seconds
234696 Steps   Best: 1504310633   651.54 seconds
234833 Steps   Best: 1504310006   651.95 seconds
234999 Steps   Best: 1504310006   652.40 seconds
235141 Steps   Best: 1504309105   652.74 seconds
235478 Steps   Best: 1504308551   653.55 seconds
235650 Steps   Best: 1504307347   653.93 seconds
235685 Steps   Best: 1504307160   654.01 seconds
235847 Steps   Best: 1504307062   654.44 seconds
235891 Steps   Best: 1504306985   654.56 seconds
235926 Steps   Best: 1504306963   654.64 seconds
235999 Steps   Best: 1504306963   654.81 seconds
236001 Steps   Best: 1504306906   654.81 seconds
236128 Steps   Best: 1504306535   655.11 seconds
236399 Steps   Best: 1504305914   655.69 seconds
236485 Steps   Best: 1504305688   655.88 seconds
236682 Steps   Best: 1504305553   656.38 seconds
236753 Steps   Best: 1504305256   656.61 seconds
236861 Steps   Best: 1504305247   656.88 seconds
236999 Steps   Best: 1504305247   657.24 seconds
237077 Steps   Best: 1504304820   657.47 seconds
237169 Steps   Best: 1504304673   657.68 seconds
237229 Steps   Best: 1504304642   657.85 seconds
237250 Steps   Best: 1504304262   657.90 seconds
237356 Steps   Best: 1504303931   658.17 seconds
237375 Steps   Best: 1504303451   658.23 seconds
237461 Steps   Best: 1504302915   658.47 seconds
237546 Steps   Best: 1504302594   658.70 seconds
237725 Steps   Best: 1504301252   659.12 seconds
237824 Steps   Best: 1504301184   659.36 seconds
237999 Steps   Best: 1504301184   659.80 seconds
238287 Steps   Best: 1504301062   660.57 seconds
238356 Steps   Best: 1504300693   660.71 seconds
238403 Steps   Best: 1504300402   660.81 seconds
238454 Steps   Best: 1504300399   660.92 seconds
238481 Steps   Best: 1504300244   660.99 seconds
238533 Steps   Best: 1504300167   661.13 seconds
238666 Steps   Best: 1504299882   661.46 seconds
238697 Steps   Best: 1504299420   661.53 seconds
238701 Steps   Best: 1504299122   661.54 seconds
238849 Steps   Best: 1504298649   661.90 seconds
238853 Steps   Best: 1504298483   661.91 seconds
238924 Steps   Best: 1504298168   662.10 seconds
238999 Steps   Best: 1504298168   662.29 seconds
239019 Steps   Best: 1504297953   662.33 seconds
239022 Steps   Best: 1504297598   662.33 seconds
239320 Steps   Best: 1504297336   663.05 seconds
239394 Steps   Best: 1504296966   663.24 seconds
239611 Steps   Best: 1504296346   663.81 seconds
239660 Steps   Best: 1504296335   663.97 seconds
239764 Steps   Best: 1504296069   664.23 seconds
239811 Steps   Best: 1504295721   664.36 seconds
239999 Steps   Best: 1504295721   664.81 seconds
Wrote the tour to linkern.tour
240198 Steps   Best: 1504295630   665.37 seconds
240489 Steps   Best: 1504295258   666.14 seconds
240589 Steps   Best: 1504295243   666.37 seconds
240677 Steps   Best: 1504293959   666.57 seconds
240732 Steps   Best: 1504293898   666.71 seconds
240846 Steps   Best: 1504293822   667.00 seconds
240999 Steps   Best: 1504293822   667.39 seconds
241016 Steps   Best: 1504293712   667.45 seconds
241160 Steps   Best: 1504293439   667.82 seconds
241221 Steps   Best: 1504292762   667.96 seconds
241262 Steps   Best: 1504292707   668.05 seconds
241538 Steps   Best: 1504292551   668.81 seconds
241582 Steps   Best: 1504291673   668.90 seconds
241687 Steps   Best: 1504291463   669.16 seconds
241821 Steps   Best: 1504290758   669.48 seconds
241867 Steps   Best: 1504290614   669.57 seconds
241884 Steps   Best: 1504290213   669.60 seconds
241960 Steps   Best: 1504290020   669.77 seconds
241999 Steps   Best: 1504290020   669.88 seconds
242194 Steps   Best: 1504289721   670.35 seconds
242256 Steps   Best: 1504289667   670.52 seconds
242333 Steps   Best: 1504289443   670.72 seconds
242535 Steps   Best: 1504289239   671.22 seconds
242657 Steps   Best: 1504289100   671.53 seconds
242962 Steps   Best: 1504288744   672.26 seconds
242999 Steps   Best: 1504288744   672.37 seconds
243099 Steps   Best: 1504288525   672.59 seconds
243103 Steps   Best: 1504288264   672.60 seconds
243513 Steps   Best: 1504288165   673.58 seconds
243533 Steps   Best: 1504287721   673.63 seconds
243810 Steps   Best: 1504287632   674.29 seconds
243925 Steps   Best: 1504287398   674.53 seconds
243927 Steps   Best: 1504287373   674.53 seconds
243999 Steps   Best: 1504287373   674.73 seconds
244413 Steps   Best: 1504287151   675.86 seconds
244999 Steps   Best: 1504287151   677.65 seconds
245264 Steps   Best: 1504286813   678.31 seconds
245399 Steps   Best: 1504286290   678.66 seconds
245487 Steps   Best: 1504286196   678.89 seconds
245548 Steps   Best: 1504285820   679.03 seconds
245637 Steps   Best: 1504285294   679.30 seconds
245681 Steps   Best: 1504284241   679.42 seconds
245733 Steps   Best: 1504284105   679.55 seconds
245745 Steps   Best: 1504283043   679.57 seconds
245820 Steps   Best: 1504282988   679.77 seconds
245841 Steps   Best: 1504282785   679.80 seconds
245999 Steps   Best: 1504282785   680.21 seconds
246065 Steps   Best: 1504282230   680.37 seconds
246163 Steps   Best: 1504281928   680.63 seconds
246478 Steps   Best: 1504281459   681.42 seconds
246516 Steps   Best: 1504281352   681.49 seconds
246701 Steps   Best: 1504279752   681.99 seconds
246999 Steps   Best: 1504279752   682.75 seconds
247030 Steps   Best: 1504279577   682.83 seconds
247149 Steps   Best: 1504279410   683.13 seconds
247198 Steps   Best: 1504279095   683.25 seconds
247202 Steps   Best: 1504278317   683.25 seconds
247361 Steps   Best: 1504277840   683.63 seconds
247544 Steps   Best: 1504277802   684.03 seconds
247605 Steps   Best: 1504277162   684.18 seconds
247729 Steps   Best: 1504276830   684.51 seconds
247849 Steps   Best: 1504276737   684.82 seconds
247999 Steps   Best: 1504276737   685.20 seconds
248055 Steps   Best: 1504276705   685.39 seconds
248085 Steps   Best: 1504276537   685.48 seconds
248098 Steps   Best: 1504274128   685.51 seconds
248129 Steps   Best: 1504273632   685.59 seconds
248150 Steps   Best: 1504273405   685.64 seconds
248330 Steps   Best: 1504273068   686.19 seconds
248356 Steps   Best: 1504271276   686.27 seconds
248385 Steps   Best: 1504270904   686.39 seconds
248596 Steps   Best: 1504270547   687.11 seconds
248736 Steps   Best: 1504270349   687.50 seconds
248885 Steps   Best: 1504270149   687.93 seconds
248958 Steps   Best: 1504269415   688.14 seconds
248999 Steps   Best: 1504269415   688.27 seconds
249006 Steps   Best: 1504269276   688.29 seconds
249223 Steps   Best: 1504268996   688.82 seconds
249347 Steps   Best: 1504268400   689.19 seconds
249362 Steps   Best: 1504268088   689.22 seconds
249528 Steps   Best: 1504267777   689.69 seconds
249555 Steps   Best: 1504267267   689.76 seconds
249626 Steps   Best: 1504267188   689.93 seconds
249757 Steps   Best: 1504267042   690.27 seconds
249848 Steps   Best: 1504266653   690.49 seconds
249999 Steps   Best: 1504266653   690.86 seconds
Wrote the tour to linkern.tour
250188 Steps   Best: 1504266167   691.41 seconds
250197 Steps   Best: 1504266097   691.43 seconds
250593 Steps   Best: 1504265855   692.47 seconds
250609 Steps   Best: 1504265013   692.52 seconds
250863 Steps   Best: 1504264992   693.23 seconds
250957 Steps   Best: 1504264621   693.56 seconds
250999 Steps   Best: 1504264621   693.67 seconds
251085 Steps   Best: 1504264261   693.88 seconds
251500 Steps   Best: 1504263999   695.07 seconds
251540 Steps   Best: 1504263013   695.16 seconds
251599 Steps   Best: 1504262833   695.32 seconds
251680 Steps   Best: 1504262802   695.53 seconds
251692 Steps   Best: 1504262618   695.57 seconds
251716 Steps   Best: 1504262530   695.61 seconds
251999 Steps   Best: 1504262530   696.40 seconds
252031 Steps   Best: 1504262104   696.48 seconds
252050 Steps   Best: 1504262022   696.52 seconds
252100 Steps   Best: 1504261733   696.66 seconds
252253 Steps   Best: 1504261713   697.05 seconds
252439 Steps   Best: 1504260946   697.56 seconds
252598 Steps   Best: 1504260733   697.91 seconds
252678 Steps   Best: 1504260083   698.13 seconds
252737 Steps   Best: 1504259445   698.27 seconds
252738 Steps   Best: 1504259040   698.28 seconds
252790 Steps   Best: 1504258971   698.39 seconds
252874 Steps   Best: 1504258534   698.60 seconds
252999 Steps   Best: 1504258534   698.89 seconds
253042 Steps   Best: 1504258439   698.99 seconds
253155 Steps   Best: 1504258107   699.28 seconds
253328 Steps   Best: 1504257996   699.77 seconds
253374 Steps   Best: 1504257892   699.91 seconds
253484 Steps   Best: 1504257579   700.13 seconds
253776 Steps   Best: 1504257573   700.82 seconds
253847 Steps   Best: 1504257184   700.99 seconds
253848 Steps   Best: 1504256720   700.99 seconds
253855 Steps   Best: 1504256458   701.02 seconds
253949 Steps   Best: 1504256317   701.23 seconds
253989 Steps   Best: 1504254041   701.32 seconds
253999 Steps   Best: 1504254041   701.34 seconds
254010 Steps   Best: 1504254040   701.37 seconds
254454 Steps   Best: 1504253776   702.39 seconds
254476 Steps   Best: 1504253767   702.43 seconds
254701 Steps   Best: 1504253400   702.95 seconds
254810 Steps   Best: 1504253395   703.21 seconds
254891 Steps   Best: 1504253214   703.40 seconds
254946 Steps   Best: 1504252239   703.54 seconds
254963 Steps   Best: 1504252181   703.57 seconds
254985 Steps   Best: 1504251815   703.61 seconds
254999 Steps   Best: 1504251815   703.65 seconds
255073 Steps   Best: 1504251698   703.83 seconds
255209 Steps   Best: 1504250338   704.25 seconds
255476 Steps   Best: 1504250011   704.92 seconds
255597 Steps   Best: 1504249229   705.19 seconds
255946 Steps   Best: 1504248648   706.02 seconds
255986 Steps   Best: 1504248317   706.14 seconds
255999 Steps   Best: 1504248317   706.17 seconds
256182 Steps   Best: 1504248135   706.55 seconds
256186 Steps   Best: 1504247092   706.55 seconds
256281 Steps   Best: 1504246807   706.79 seconds
256291 Steps   Best: 1504246142   706.81 seconds
256374 Steps   Best: 1504246138   707.01 seconds
256492 Steps   Best: 1504245490   707.30 seconds
256631 Steps   Best: 1504245424   707.63 seconds
256673 Steps   Best: 1504245221   707.73 seconds
256749 Steps   Best: 1504245131   707.90 seconds
256882 Steps   Best: 1504245068   708.19 seconds
256980 Steps   Best: 1504244727   708.39 seconds
256999 Steps   Best: 1504244727   708.43 seconds
257015 Steps   Best: 1504244691   708.47 seconds
257129 Steps   Best: 1504244616   708.72 seconds
257288 Steps   Best: 1504243961   709.13 seconds
257320 Steps   Best: 1504243248   709.22 seconds
257373 Steps   Best: 1504243187   709.33 seconds
257559 Steps   Best: 1504243068   709.72 seconds
257625 Steps   Best: 1504242937   709.88 seconds
257866 Steps   Best: 1504242778   710.43 seconds
257999 Steps   Best: 1504242778   710.72 seconds
258435 Steps   Best: 1504242723   711.80 seconds
258626 Steps   Best: 1504242235   712.31 seconds
258683 Steps   Best: 1504241458   712.44 seconds
258746 Steps   Best: 1504240547   712.60 seconds
258758 Steps   Best: 1504240520   712.63 seconds
258759 Steps   Best: 1504240488   712.63 seconds
258818 Steps   Best: 1504240435   712.78 seconds
258999 Steps   Best: 1504240435   713.18 seconds
259403 Steps   Best: 1504239686   714.17 seconds
259497 Steps   Best: 1504239652   714.39 seconds
259657 Steps   Best: 1504239598   714.81 seconds
259999 Steps   Best: 1504239598   715.64 seconds
Wrote the tour to linkern.tour
260092 Steps   Best: 1504239103   715.89 seconds
260345 Steps   Best: 1504238743   716.55 seconds
260592 Steps   Best: 1504238012   717.19 seconds
260637 Steps   Best: 1504237967   717.30 seconds
260879 Steps   Best: 1504237383   717.95 seconds
260999 Steps   Best: 1504237383   718.24 seconds
261092 Steps   Best: 1504237372   718.46 seconds
261129 Steps   Best: 1504236897   718.55 seconds
261276 Steps   Best: 1504236736   718.90 seconds
